date,open,close,high,low,volume,code
2017-06-09,10.08,17.71,17.71,10.08,403.0,002877
2017-06-16,19.48,28.52,28.52,19.48,26703.0,002877
2017-06-23,28.5,28.02,31.37,26.59,905951.0,002877
2017-06-30,27.01,25.28,27.59,24.4,423694.0,002877
2017-07-07,25.51,29.27,31.44,24.71,610556.0,002877
2017-07-14,28.69,26.7,28.75,26.03,430958.0,002877
2017-07-21,25.0,23.58,25.4,22.41,284384.0,002877
2017-07-28,23.28,25.15,26.48,22.71,301778.0,002877
2017-08-04,24.1,22.93,24.4,22.92,207906.0,002877
2017-08-11,22.95,21.41,23.42,21.39,96634.0,002877
2017-08-18,21.2,22.93,24.89,21.2,193133.0,002877
2017-08-25,22.9,24.97,25.54,22.58,364630.0,002877
2017-09-01,25.14,28.16,28.94,25.01,542883.0,002877
2017-09-08,27.6,27.46,30.0,26.13,462203.0,002877
2017-09-15,27.39,26.86,27.88,26.18,203964.0,002877
2017-09-22,26.45,27.7,27.7,25.2,192939.0,002877
2017-09-29,27.64,26.0,28.8,25.52,245408.0,002877
2017-10-13,26.32,29.02,29.36,26.02,308191.0,002877
2017-10-20,28.74,27.77,30.39,26.43,394887.0,002877
2017-10-27,27.43,32.89,34.8,27.03,732013.0,002877
2017-11-03,32.3,31.91,34.9,31.05,507359.0,002877
2017-11-10,31.78,30.7,35.89,29.42,492193.0,002877
2017-11-17,30.68,24.92,31.29,24.91,229609.0,002877
