date,open,close,high,low,volume,code
2013-12-20,18.069,16.816,18.069,16.574,293328.0,002241
2013-12-27,16.668,17.546,18.014,16.643,273704.0,002241
2014-01-03,17.595,18.719,18.843,17.063,453959.0,002241
2014-01-10,18.71,16.495,18.71,16.387,493413.0,002241
2014-01-17,16.421,15.854,16.865,15.484,714788.0,002241
2014-01-24,15.78,15.918,16.175,15.139,610273.0,002241
2014-01-30,15.943,14.242,16.214,14.02,658560.0,002241
2014-02-07,14.252,15.041,15.06,14.247,115917.0,002241
2014-02-14,15.189,15.608,16.214,15.115,721583.0,002241
2014-02-21,15.642,14.439,15.771,14.301,947884.0,002241
2014-02-28,14.449,13.566,14.952,12.97,820613.0,002241
2014-03-07,13.512,12.654,13.749,12.432,677205.0,002241
2014-03-14,12.501,13.339,13.778,12.176,942055.0,002241
2014-03-21,13.354,12.817,14.025,12.121,893792.0,002241
2014-03-28,12.831,12.412,13.004,12.259,529841.0,002241
2014-04-04,12.412,14.005,14.143,12.24,942794.0,002241
2014-04-11,13.931,13.546,14.419,13.364,647436.0,002241
2014-04-18,13.581,14.419,14.888,13.339,845353.0,002241
2014-04-25,14.301,14.059,14.888,13.911,715705.0,002241
2014-04-30,13.783,13.709,13.783,13.039,332949.0,002241
2014-05-09,13.635,13.616,14.981,13.019,981861.0,002241
2014-05-16,13.315,13.59,14.227,13.315,436221.0,002241
2014-05-23,13.506,13.328,13.833,13.155,282876.0,002241
2014-05-30,13.462,13.175,13.734,12.858,632724.0,002241
2014-06-06,13.175,13.373,13.605,12.714,593172.0,002241
2014-06-13,13.313,13.749,14.115,13.11,853316.0,002241
2014-06-20,13.897,13.091,13.977,12.947,491255.0,002241
2014-06-27,13.155,12.917,13.358,12.774,534950.0,002241
2014-07-04,12.947,13.11,13.536,12.917,573723.0,002241
2014-07-11,13.115,12.249,13.397,12.135,964513.0,002241
2014-07-18,12.274,11.581,12.452,11.571,673476.0,002241
2014-07-25,11.601,11.878,12.027,11.546,557957.0,002241
2014-08-01,11.923,12.695,12.992,11.923,1013359.0,002241
2014-08-08,12.67,13.051,13.214,12.66,597741.0,002241
2014-08-15,13.195,13.16,13.858,12.818,928293.0,002241
2014-08-22,13.219,13.774,13.996,13.105,1151423.0,002241
2014-08-29,13.858,13.595,13.858,12.868,648452.0,002241
