date,open,close,high,low,volume,code
2016-09-23,5.298,6.366,6.366,5.298,690.0,600908
2016-09-30,6.999,10.251,10.251,6.999,20118.0,600908
2016-10-14,11.279,13.098,13.809,11.279,2832683.0,600908
2016-10-21,12.851,11.378,12.9,11.269,1817184.0,600908
2016-10-28,11.368,12.92,12.93,11.299,2240827.0,600908
2016-11-04,12.851,12.663,13.79,12.03,2757764.0,600908
2016-11-11,12.584,13.968,14.63,12.465,2375702.0,600908
2016-11-18,13.641,13.276,15.005,13.197,1559545.0,600908
2016-11-25,13.246,13.374,14.037,13.108,1008562.0,600908
2016-12-02,13.414,12.257,13.582,12.238,705569.0,600908
2016-12-09,12.129,12.613,13.197,12.06,559608.0,600908
2016-12-16,12.574,11.664,12.732,11.467,443412.0,600908
2016-12-23,11.664,10.953,11.664,10.933,304567.0,600908
2016-12-30,10.844,10.804,11.051,10.646,224216.0,600908
2017-01-06,10.883,10.755,11.032,10.745,205855.0,600908
2017-01-13,10.745,10.103,10.755,10.073,297920.0,600908
2017-01-20,10.083,9.588,10.093,9.193,400533.0,600908
2017-01-26,9.598,9.757,9.776,9.559,165800.0,600908
2017-02-03,9.747,9.569,9.757,9.559,33314.0,600908
2017-02-10,9.569,10.547,11.012,9.42,670757.0,600908
2017-02-17,10.725,11.605,12.653,10.725,2133465.0,600908
2017-02-24,11.467,12.524,13.938,11.289,2018578.0,600908
2017-03-03,12.356,13.622,14.709,12.01,2378727.0,600908
2017-03-10,13.444,13.77,14.986,13.256,1767902.0,600908
2017-03-17,13.819,13.503,14.729,13.483,1209789.0,600908
2017-03-24,13.404,12.92,13.73,12.771,706376.0,600908
2017-03-31,12.93,13.849,13.849,12.109,1189804.0,600908
2017-04-07,13.236,12.92,13.503,12.781,911102.0,600908
2017-04-14,12.722,14.6,14.976,12.445,1854838.0,600908
2017-04-21,14.333,15.905,16.281,13.137,1583946.0,600908
2017-04-28,15.915,16.103,19.207,15.421,1671445.0,600908
2017-05-05,16.3,21.421,21.431,16.192,1348570.0,600908
2017-05-08,21.154,23.526,23.566,20.017,326706.0,600908
2017-05-19,21.174,15.401,21.648,14.936,2901502.0,600908
2017-05-26,15.272,13.671,15.44,13.641,2513951.0,600908
2017-06-02,13.888,12.574,13.987,11.872,1022448.0,600908
2017-06-09,12.485,12.9,13.434,12.139,1452408.0,600908
2017-06-16,12.83,13.01,13.39,12.51,1219926.0,600908
2017-06-23,13.04,12.88,13.67,12.61,1358006.0,600908
2017-06-30,12.8,12.84,13.3,12.7,965124.0,600908
2017-07-07,12.8,12.84,13.14,12.73,818809.0,600908
2017-07-14,12.7,12.03,12.73,11.94,776500.0,600908
2017-07-21,12.03,11.29,12.32,11.25,770506.0,600908
2017-07-28,11.19,10.94,11.39,10.71,505352.0,600908
2017-08-04,10.94,11.74,12.49,10.8,1291667.0,600908
2017-08-11,11.62,11.16,11.86,11.08,627429.0,600908
2017-08-18,11.19,11.32,11.63,11.14,440766.0,600908
2017-08-25,11.3,11.53,11.73,11.27,596594.0,600908
2017-09-01,11.5,11.67,12.34,11.5,902028.0,600908
2017-09-08,11.56,11.2,11.56,11.15,477693.0,600908
2017-09-15,11.15,11.2,11.67,11.12,537832.0,600908
2017-09-22,11.16,10.84,11.52,10.8,670445.0,600908
2017-09-29,9.81,9.19,10.04,9.12,1821895.0,600908
2017-10-13,9.4,9.26,9.44,9.2,861521.0,600908
2017-10-20,9.26,8.83,9.28,8.68,788708.0,600908
2017-10-27,8.79,8.99,9.1,8.67,863302.0,600908
2017-11-03,8.96,8.39,8.96,8.35,640110.0,600908
2017-11-10,8.37,8.38,8.6,8.22,582154.0,600908
2017-11-17,8.38,8.28,9.1,8.25,1137567.0,600908
