date,open,close,high,low,volume,code
2013-12-20,4.31,3.871,4.317,3.817,95442.0,002631
2013-12-27,3.869,4.225,4.339,3.661,95057.0,002631
2014-01-03,4.25,3.911,4.29,3.881,66690.0,002631
2014-01-10,3.847,3.886,4.032,3.544,129740.0,002631
2014-01-17,3.864,3.859,4.003,3.681,114290.0,002631
2014-01-24,3.839,4.126,4.161,3.802,122088.0,002631
2014-01-30,4.094,4.035,4.198,4.025,71883.0,002631
2014-02-07,3.983,4.183,4.193,3.983,15747.0,002631
2014-02-14,4.161,4.986,5.04,4.161,166513.0,002631
2014-02-21,4.966,4.743,5.065,4.652,116862.0,002631
2014-02-28,4.701,4.325,4.701,4.161,101563.0,002631
2014-03-07,4.322,4.533,4.552,4.235,76125.0,002631
2014-03-14,4.458,4.149,4.458,4.003,56908.0,002631
2014-03-21,4.126,4.186,4.347,4.032,39129.0,002631
2014-03-28,4.183,4.169,4.409,4.141,53132.0,002631
2014-04-04,4.211,4.439,4.498,4.099,35234.0,002631
2014-04-11,4.446,4.431,4.513,4.344,34343.0,002631
2014-04-18,4.419,4.627,4.652,4.399,48088.0,002631
2014-04-25,4.59,4.124,4.59,4.114,40510.0,002631
2014-04-30,4.069,4.194,4.283,3.651,65146.0,002631
2014-05-09,4.139,3.984,4.243,3.905,72367.0,002631
2014-05-16,4.014,3.95,4.248,3.78,57964.0,002631
2014-05-23,3.95,3.93,4.094,3.85,35323.0,002631
2014-05-30,3.915,3.935,4.059,3.88,45843.0,002631
2014-06-06,3.97,3.999,4.099,3.9,45672.0,002631
2014-06-13,3.994,3.955,4.009,3.89,42870.0,002631
2014-06-20,3.975,3.845,3.984,3.671,47191.0,002631
2014-06-27,3.845,4.014,4.109,3.795,79691.0,002631
2014-07-04,4.014,4.209,4.209,4.014,114451.0,002631
2014-07-11,4.219,4.353,4.572,4.159,166770.0,002631
2014-07-18,4.333,4.547,4.712,4.333,122442.0,002631
2014-07-25,4.547,4.373,4.552,4.298,72774.0,002631
2014-08-01,4.373,4.492,4.672,4.358,172187.0,002631
2014-08-08,4.497,4.662,4.801,4.458,127432.0,002631
2014-08-15,4.662,5.434,5.538,4.662,261363.0,002631
2014-08-22,5.434,6.026,6.216,5.284,475108.0,002631
2014-08-29,6.056,5.842,6.056,5.339,234910.0,002631
2014-09-05,5.842,6.465,6.624,5.797,320080.0,002631
2014-09-12,6.48,6.256,6.52,6.061,208363.0,002631
2014-09-19,6.236,5.972,6.246,5.618,251464.0,002631
2014-09-26,5.977,6.181,6.29,5.872,189982.0,002631
2014-09-30,6.186,6.241,6.31,6.186,56035.0,002631
2014-10-10,6.241,6.136,6.276,6.007,107532.0,002631
2014-10-17,6.116,5.837,6.3,5.807,136593.0,002631
2014-10-24,5.852,5.897,6.141,5.807,93650.0,002631
2014-10-31,5.842,6.151,6.191,5.683,123920.0,002631
2014-11-07,6.131,5.972,6.271,5.812,101715.0,002631
2014-11-14,5.972,5.927,6.29,5.877,136532.0,002631
2014-11-21,5.937,6.216,6.236,5.713,141317.0,002631
2014-11-28,6.271,6.958,7.222,6.161,263691.0,002631
2014-12-05,6.863,6.375,7.122,6.266,192984.0,002631
2014-12-12,6.375,6.166,6.51,5.753,158056.0,002631
2014-12-19,6.166,5.922,6.31,5.827,118065.0,002631
2014-12-26,5.922,5.862,6.066,5.384,108941.0,002631
2014-12-31,5.877,5.628,5.937,5.469,34345.0,002631
2015-01-09,5.628,5.753,6.126,5.613,106934.0,002631
2015-01-16,5.708,5.753,5.842,5.578,56449.0,002631
2015-01-23,5.723,5.802,5.962,5.494,88169.0,002631
2015-01-30,5.847,6.201,6.774,5.767,261648.0,002631
2015-02-06,6.161,6.798,6.893,6.066,216743.0,002631
2015-02-13,6.848,7.252,7.341,6.53,211755.0,002631
2015-02-17,7.217,8.009,8.233,7.182,122736.0,002631
2015-02-27,8.044,8.452,8.756,8.044,155140.0,002631
2015-03-06,8.567,9.827,10.365,8.517,342573.0,002631
2015-03-13,10.111,9.926,10.604,9.363,228842.0,002631
2015-03-20,9.991,11.361,11.361,9.971,179283.0,002631
2015-03-27,12.202,15.041,15.041,11.958,379663.43,002631
2015-04-03,14.872,17.581,19.225,14.698,460685.0,002631
2015-04-10,17.581,16.336,18.323,15.39,265751.0,002631
2015-04-17,16.336,17.233,17.87,15.938,297743.0,002631
2015-04-24,17.238,20.116,21.411,16.436,366475.0,002631
2015-04-30,20.42,19.238,21.442,19.148,383957.0,002631
2015-05-08,19.248,20.943,20.943,17.333,556299.0,002631
2015-05-15,21.003,22.998,25.421,21.003,771087.0,002631
2015-05-22,23.038,27.705,28.912,23.038,789402.0,002631
2015-05-29,26.927,26.269,30.617,24.185,864804.0,002631
2015-06-05,27.276,34.756,36.082,26.528,889801.0,002631
2015-06-11,33.858,37.668,37.668,31.914,545558.0,002631
2015-06-19,38.655,35.464,40.66,33.898,563232.0,002631
2015-06-26,34.906,28.234,36.531,28.234,508550.0,002631
2015-07-01,28.872,28.024,30.168,22.868,506484.0,002631
2015-07-17,28.922,22.13,30.617,20.425,800900.0,002631
2015-07-24,22.629,24.594,26.379,20.604,847442.0,002631
2015-07-31,24.085,21.941,25.431,17.942,913616.0,002631
2015-08-03,22.14,21.921,24.035,21.442,214454.0,002631
2015-08-14,24.115,24.225,26.528,23.437,697034.0,002631
2015-08-21,24.234,18.32,24.324,18.251,640207.0,002631
2015-08-28,17.253,14.491,17.253,12.057,551010.0,002631
2015-09-02,14.491,10.691,14.491,10.611,403454.0,002631
2015-09-11,11.0,13.843,13.982,10.771,675109.0,002631
2015-09-18,14.062,11.469,14.162,10.751,632972.0,002631
2015-09-25,11.299,14.082,14.66,11.12,841601.0,002631
2015-09-30,14.212,13.364,14.411,12.995,386764.0,002631
2015-10-09,13.942,14.421,14.78,13.623,284014.0,002631
2015-10-16,14.66,17.333,18.121,14.581,1047804.0,002631
2015-10-23,17.971,20.844,21.432,17.752,1456807.0,002631
2015-10-30,21.143,18.33,21.163,18.051,843202.0,002631
2015-11-06,17.832,19.547,20.136,17.513,677184.0,002631
2015-11-13,19.358,22.818,24.833,19.228,1365591.0,002631
2015-11-20,22.09,26.638,27.017,21.951,849425.0,002631
2015-11-26,26.578,28.992,29.869,25.431,604846.0,002631
2016-04-08,26.089,26.089,26.089,26.089,5706.0,002631
2016-04-15,23.477,23.516,25.73,22.459,975896.0,002631
2016-04-22,23.467,22.938,25.79,22.04,735277.0,002631
2016-04-29,22.539,21.961,24.613,21.542,615597.0,002631
2016-05-06,21.961,21.841,23.307,21.821,344835.0,002631
2016-05-13,21.442,19.019,21.622,17.752,546978.0,002631
2016-05-20,18.959,20.564,21.472,18.949,657712.0,002631
2016-05-27,20.495,19.128,21.432,18.36,716327.0,002631
2016-06-03,18.919,24.883,25.661,18.739,1238587.0,002631
2016-06-08,24.633,23.736,25.312,23.486,892305.0,002631
2016-06-17,23.137,27.127,27.426,21.811,1901888.0,002631
2016-06-24,26.498,25.918,27.734,24.142,1856606.0,002631
2016-06-28,25.449,26.547,27.744,25.239,607560.0,002631
2016-09-23,28.443,22.954,28.443,22.924,1483003.0,002631
2016-09-30,22.974,24.062,24.411,22.355,761706.0,002631
2016-10-14,24.301,24.691,26.208,23.573,833894.0,002631
2016-10-21,24.721,23.732,25.09,23.253,564577.0,002631
2016-10-28,23.703,22.844,23.792,22.764,393506.0,002631
2016-11-04,22.844,22.505,22.944,21.587,434847.0,002631
2016-11-11,22.475,21.597,22.475,20.898,379642.0,002631
2016-11-18,21.647,22.285,23.932,21.457,638797.0,002631
2016-11-25,22.265,21.138,22.465,20.659,365493.0,002631
2016-12-02,21.357,20.709,21.427,20.03,336428.0,002631
2016-12-09,20.838,20.349,21.457,20.339,287555.0,002631
2016-12-16,20.16,18.323,20.2,17.784,358665.0,002631
2016-12-23,18.174,18.962,19.541,17.884,288414.0,002631
2016-12-30,18.982,18.533,19.441,18.423,255365.0,002631
2017-01-06,18.583,19.78,20.349,18.583,321510.0,002631
2017-01-13,19.76,18.473,19.76,18.363,219454.0,002631
2017-01-20,18.463,17.295,18.473,16.627,215350.0,002631
2017-01-26,17.176,17.645,17.764,17.176,90976.0,002631
