date,open,close,high,low,volume,code
2013-12-20,5.734,5.597,6.249,5.545,125011.0,300141
2013-12-27,5.604,5.975,5.995,5.343,57462.0,300141
2013-12-30,6.509,6.105,6.509,5.975,33072.0,300141
2014-01-10,5.493,5.297,6.164,5.271,196139.0,300141
2014-01-17,5.31,5.675,5.845,5.135,158835.0,300141
2014-01-24,5.845,6.151,6.19,5.708,210974.0,300141
2014-01-30,6.164,6.06,6.451,6.027,119415.0,300141
2014-02-07,5.995,6.36,6.418,5.995,36406.0,300141
2014-02-14,6.386,7.33,7.493,6.386,277147.0,300141
2014-02-21,7.461,7.024,7.584,6.822,192063.0,300141
2014-02-28,7.018,7.467,7.656,6.594,398220.0,300141
2014-03-07,7.454,7.265,7.558,6.829,309166.0,300141
2014-03-14,7.239,6.503,7.239,6.307,133788.0,300141
2014-03-21,6.503,6.711,6.926,6.412,121786.0,300141
2014-03-28,6.705,6.19,6.737,6.19,91795.0,300141
2014-04-04,6.184,6.425,6.431,6.144,54986.0,300141
2014-04-11,6.392,6.646,6.744,6.327,56823.0,300141
2014-04-18,6.653,6.842,6.881,6.614,75967.0,300141
2014-04-25,6.796,6.314,6.985,6.268,65787.0,300141
2014-04-30,6.307,6.464,6.516,6.138,24301.0,300141
2014-05-09,6.47,6.463,6.707,6.418,47825.0,300141
2014-05-16,6.483,6.397,6.733,6.141,59904.0,300141
2014-05-23,6.378,6.542,6.549,6.213,45186.0,300141
2014-05-30,6.555,7.246,7.246,6.555,130038.0,300141
2014-06-06,7.431,8.411,8.859,7.306,436435.0,300141
2014-06-13,8.293,8.8,9.247,8.082,412560.0,300141
2014-06-20,8.819,8.095,8.945,7.911,236988.0,300141
2014-06-27,8.161,8.221,8.504,7.905,249529.0,300141
2014-07-04,8.221,8.662,9.004,7.97,333266.0,300141
2014-07-11,8.622,8.813,9.109,8.26,367019.0,300141
2014-07-18,8.879,9.741,10.597,8.708,509012.0,300141
2014-07-25,9.543,9.228,10.866,9.089,395871.0,300141
2014-08-01,9.287,10.754,11.63,9.096,383148.0,300141
2014-08-08,10.853,10.445,10.959,10.261,281566.0,300141
2014-08-15,10.518,10.439,10.926,10.235,222589.0,300141
2014-08-22,10.452,10.906,10.965,10.32,235179.0,300141
2014-08-29,10.906,11.051,11.505,10.55,220504.0,300141
2014-09-05,11.011,11.248,11.584,10.893,156668.0,300141
2014-09-12,11.202,11.011,11.268,10.82,92159.0,300141
2014-09-19,10.972,10.353,11.084,9.938,130458.0,300141
2014-09-26,10.373,10.386,10.616,10.162,91777.0,300141
2014-09-30,10.439,10.61,10.715,10.432,39193.0,300141
2014-10-10,10.662,10.886,11.163,10.597,95806.0,300141
2014-10-17,10.926,9.925,10.939,9.708,122157.0,300141
2014-10-24,9.965,9.445,10.011,9.385,65542.0,300141
2014-10-31,9.425,9.873,10.261,9.366,91560.0,300141
2014-11-07,9.886,9.846,10.162,9.557,78385.0,300141
2014-11-14,9.866,8.958,9.938,8.898,74005.0,300141
2014-11-21,8.958,9.826,9.853,8.958,76273.0,300141
2014-11-28,9.859,9.978,10.465,9.826,131905.0,300141
2014-12-05,10.116,9.392,10.116,9.254,166630.0,300141
2014-12-12,9.333,9.102,9.524,8.425,262248.0,300141
2014-12-19,9.017,8.444,9.175,8.365,139742.0,300141
2014-12-26,8.425,8.142,8.425,7.674,105171.0,300141
2014-12-31,8.115,8.359,8.49,7.773,76784.0,300141
2015-01-09,8.372,8.161,8.694,8.161,95588.0,300141
2015-01-16,8.01,8.727,8.8,8.01,129553.0,300141
2015-01-22,8.655,9.155,9.188,8.497,158825.0,300141
2015-05-22,10.07,12.185,12.185,10.07,18661.0,300141
2015-05-29,13.405,19.623,19.623,13.405,322725.0,300141
2015-06-05,18.602,19.159,21.778,18.602,591090.0,300141
2015-06-12,19.026,23.78,23.78,18.695,467883.0,300141
2015-06-19,23.866,17.409,24.191,17.289,379074.0,300141
2015-06-26,17.634,16.109,19.252,15.665,228918.0,300141
2015-07-03,16.64,11.263,16.772,11.098,309251.0,300141
2015-07-06,12.324,10.136,12.324,10.136,70819.0,300141
2015-07-24,11.151,14.32,14.883,11.151,575068.0,300141
2015-07-31,13.889,11.568,14.571,10.753,354301.0,300141
