date,open,close,high,low,volume,code
2013-12-20,8.991,8.875,9.333,8.837,160272.0,002456
2013-12-27,8.869,9.26,9.26,8.657,176629.0,002456
2014-01-03,9.26,9.558,9.883,9.191,225063.0,002456
2014-01-10,9.556,9.131,9.604,9.11,203316.0,002456
2014-01-17,9.143,8.386,9.191,8.337,223133.0,002456
2014-01-24,8.321,8.533,8.681,8.206,199187.0,002456
2014-01-30,8.499,8.394,8.622,8.212,135496.0,002456
2014-02-07,8.359,8.491,8.572,8.203,100189.0,002456
2014-02-14,8.539,10.207,10.274,8.499,675102.0,002456
2014-02-21,10.219,9.509,10.349,9.355,440287.0,002456
2014-03-28,9.685,8.629,9.74,7.718,414324.0,002456
2014-04-04,8.38,8.746,8.884,8.199,293575.0,002456
2014-04-11,8.766,9.323,9.384,8.697,242570.0,002456
2014-04-18,9.388,9.27,9.44,8.726,258576.0,002456
2014-04-25,9.203,8.541,9.622,8.533,446695.0,002456
2014-04-30,8.533,8.414,8.533,8.136,222947.0,002456
2014-05-09,8.414,9.164,9.748,8.335,1046701.0,002456
2014-05-16,9.196,8.767,9.327,8.569,453316.0,002456
2014-05-23,8.763,8.712,8.87,8.335,338340.0,002456
2014-05-30,8.811,8.434,8.867,8.295,443622.0,002456
2014-06-06,8.47,8.505,8.632,8.255,338727.0,002456
2014-06-13,8.513,8.569,8.811,8.327,493345.0,002456
2014-06-20,8.573,8.335,8.819,8.255,445056.0,002456
2014-06-27,8.386,8.374,8.569,8.263,281724.0,002456
2014-07-02,8.374,8.585,8.664,8.335,235554.0,002456
2014-07-25,8.982,8.394,9.22,7.958,1069608.0,002456
2014-08-01,8.402,8.791,8.982,8.398,753906.0,002456
2014-08-08,8.851,8.958,9.359,8.767,657336.0,002456
2014-08-15,9.009,9.216,9.327,8.938,598912.0,002456
2014-08-22,9.22,9.692,9.783,9.113,1003816.0,002456
2014-08-29,9.728,9.089,9.787,8.851,609079.0,002456
2014-09-05,9.125,10.323,10.859,9.089,3135686.0,002456
2014-09-12,10.24,10.16,10.399,9.934,1188747.0,002456
2014-09-19,10.196,9.597,10.279,9.299,968969.0,002456
2014-09-26,9.557,9.327,9.629,9.208,923391.0,002456
2014-09-30,9.351,9.494,9.609,9.351,356427.0,002456
2014-10-10,9.525,9.494,9.744,9.414,603780.0,002456
2014-10-17,9.426,8.894,9.426,8.783,890015.0,002456
2014-10-24,8.89,8.529,9.037,8.331,672709.0,002456
2014-10-31,8.434,8.525,8.724,8.386,900387.0,002456
2014-11-07,8.533,8.486,8.664,8.402,766007.0,002456
2014-11-14,8.486,8.446,8.613,8.22,717422.0,002456
2014-11-21,8.493,8.549,8.799,8.398,703649.0,002456
2014-11-28,8.605,8.926,9.125,8.505,1125473.0,002456
2014-12-05,8.942,8.704,9.244,8.581,1456484.0,002456
2014-12-12,8.7,8.529,8.7,8.239,992098.0,002456
2014-12-19,8.541,8.37,8.863,8.255,867788.0,002456
2014-12-26,8.355,7.906,8.355,7.763,634789.0,002456
2014-12-31,7.918,7.525,7.922,7.112,611033.0,002456
2015-01-09,7.549,7.823,8.049,7.434,792691.0,002456
2015-01-16,7.819,8.573,8.716,7.541,1701594.0,002456
2015-01-23,8.339,8.962,9.113,8.136,1697781.0,002456
2015-01-30,8.962,8.601,9.192,8.533,988465.0,002456
2015-02-06,8.493,8.168,8.807,8.148,711943.0,002456
2015-02-13,8.116,8.613,8.672,8.085,569605.0,002456
2015-02-17,8.62,8.819,8.906,8.593,444410.0,002456
2015-02-27,8.89,9.077,9.188,8.771,681481.0,002456
2015-03-06,9.109,9.204,9.807,9.049,1750918.0,002456
2015-03-13,9.176,9.454,9.76,8.914,1125795.0,002456
2015-03-20,9.327,9.958,10.16,9.208,1943819.0,002456
2015-03-27,10.01,10.668,11.061,9.724,2462007.1,002456
2015-04-03,10.688,11.038,11.236,10.533,1917611.0,002456
